name,url,types,abilities,hp,attack,defense,special-attack,special-defense,speed,is_legendary,generation,hidden_ability,primary_type,weight,height
scatterbug,https://pokeapi.co/api/v2/pokemon/664/,bug,"shield-dust, compound-eyes, friend-guard",38,35,40,27,25,35,False,generation-vi,friend-guard,bug,25,3
spewpa,https://pokeapi.co/api/v2/pokemon/665/,bug,"shed-skin, friend-guard",45,22,60,27,30,29,False,generation-vi,friend-guard,bug,84,3
vivillon,https://pokeapi.co/api/v2/pokemon/666/,"bug, flying","shield-dust, compound-eyes, friend-guard",80,52,50,90,50,89,False,generation-vi,friend-guard,bug,170,12
litleo,https://pokeapi.co/api/v2/pokemon/667/,"fire, normal","rivalry, unnerve, moxie",62,50,58,73,54,72,False,generation-vi,moxie,fire,135,6
pyroar,https://pokeapi.co/api/v2/pokemon/668/,"fire, normal","rivalry, unnerve, moxie",86,68,72,109,66,106,False,generation-vi,moxie,fire,815,15
flabebe,https://pokeapi.co/api/v2/pokemon/669/,fairy,"flower-veil, symbiosis",44,38,39,61,79,42,False,generation-vi,symbiosis,fairy,1,1
floette,https://pokeapi.co/api/v2/pokemon/670/,fairy,"flower-veil, symbiosis",54,45,47,75,98,52,False,generation-vi,symbiosis,fairy,9,2
florges,https://pokeapi.co/api/v2/pokemon/671/,fairy,"flower-veil, symbiosis",78,65,68,112,154,75,False,generation-vi,symbiosis,fairy,100,11
skiddo,https://pokeapi.co/api/v2/pokemon/672/,grass,"sap-sipper, grass-pelt",66,65,48,62,57,52,False,generation-vi,grass-pelt,grass,310,9
gogoat,https://pokeapi.co/api/v2/pokemon/673/,grass,"sap-sipper, grass-pelt",123,100,62,97,81,68,False,generation-vi,grass-pelt,grass,910,17
pancham,https://pokeapi.co/api/v2/pokemon/674/,fighting,"iron-fist, mold-breaker, scrappy",67,82,62,46,48,43,False,generation-vi,scrappy,fighting,80,6
pangoro,https://pokeapi.co/api/v2/pokemon/675/,"fighting, dark","iron-fist, mold-breaker, scrappy",95,124,78,69,71,58,False,generation-vi,scrappy,fighting,1360,21
furfrou,https://pokeapi.co/api/v2/pokemon/676/,normal,fur-coat,75,80,60,65,90,102,False,generation-vi,,normal,280,12
espurr,https://pokeapi.co/api/v2/pokemon/677/,psychic,"keen-eye, infiltrator, own-tempo",62,48,54,63,60,68,False,generation-vi,own-tempo,psychic,35,3
meowstic-male,https://pokeapi.co/api/v2/pokemon/678/,psychic,"keen-eye, infiltrator, prankster",74,48,76,83,81,104,False,generation-vi,prankster,psychic,85,6
honedge,https://pokeapi.co/api/v2/pokemon/679/,"steel, ghost",no-guard,45,80,100,35,37,28,False,generation-vi,,steel,20,8
doublade,https://pokeapi.co/api/v2/pokemon/680/,"steel, ghost",no-guard,59,110,150,45,49,35,False,generation-vi,,steel,45,8
aegislash-shield,https://pokeapi.co/api/v2/pokemon/681/,"steel, ghost",stance-change,60,50,140,50,140,60,False,generation-vi,,steel,530,17
spritzee,https://pokeapi.co/api/v2/pokemon/682/,fairy,"healer, aroma-veil",78,52,60,63,65,23,False,generation-vi,aroma-veil,fairy,5,2
aromatisse,https://pokeapi.co/api/v2/pokemon/683/,fairy,"healer, aroma-veil",101,72,72,99,89,29,False,generation-vi,aroma-veil,fairy,155,8
swirlix,https://pokeapi.co/api/v2/pokemon/684/,fairy,"sweet-veil, unburden",62,48,66,59,57,49,False,generation-vi,unburden,fairy,35,4
slurpuff,https://pokeapi.co/api/v2/pokemon/685/,fairy,"sweet-veil, unburden",82,80,86,85,75,72,False,generation-vi,unburden,fairy,50,8
inkay,https://pokeapi.co/api/v2/pokemon/686/,"dark, psychic","contrary, suction-cups, infiltrator",53,54,53,37,46,45,False,generation-vi,infiltrator,dark,35,4
malamar,https://pokeapi.co/api/v2/pokemon/687/,"dark, psychic","contrary, suction-cups, infiltrator",86,92,88,68,75,73,False,generation-vi,infiltrator,dark,470,15
binacle,https://pokeapi.co/api/v2/pokemon/688/,"rock, water","tough-claws, sniper, pickpocket",42,52,67,39,56,50,False,generation-vi,pickpocket,rock,310,5
barbaracle,https://pokeapi.co/api/v2/pokemon/689/,"rock, water","tough-claws, sniper, pickpocket",72,105,115,54,86,68,False,generation-vi,pickpocket,rock,960,13
skrelp,https://pokeapi.co/api/v2/pokemon/690/,"poison, water","poison-point, poison-touch, adaptability",50,60,60,60,60,30,False,generation-vi,adaptability,poison,73,5
dragalge,https://pokeapi.co/api/v2/pokemon/691/,"poison, dragon","poison-point, poison-touch, adaptability",65,75,90,97,123,44,False,generation-vi,adaptability,poison,815,18
clauncher,https://pokeapi.co/api/v2/pokemon/692/,water,mega-launcher,50,53,62,58,63,44,False,generation-vi,,water,83,5
clawitzer,https://pokeapi.co/api/v2/pokemon/693/,water,mega-launcher,71,73,88,120,89,59,False,generation-vi,,water,353,13
helioptile,https://pokeapi.co/api/v2/pokemon/694/,"electric, normal","dry-skin, sand-veil, solar-power",44,38,33,61,43,70,False,generation-vi,solar-power,electric,60,5
heliolisk,https://pokeapi.co/api/v2/pokemon/695/,"electric, normal","dry-skin, sand-veil, solar-power",62,55,52,109,94,109,False,generation-vi,solar-power,electric,210,10
tyrunt,https://pokeapi.co/api/v2/pokemon/696/,"rock, dragon","strong-jaw, sturdy",58,89,77,45,45,48,False,generation-vi,sturdy,rock,260,8
tyrantrum,https://pokeapi.co/api/v2/pokemon/697/,"rock, dragon","strong-jaw, rock-head",82,121,119,69,59,71,False,generation-vi,rock-head,rock,2700,25
amaura,https://pokeapi.co/api/v2/pokemon/698/,"rock, ice","refrigerate, snow-warning",77,59,50,67,63,46,False,generation-vi,snow-warning,rock,252,13
aurorus,https://pokeapi.co/api/v2/pokemon/699/,"rock, ice","refrigerate, snow-warning",123,77,72,99,92,58,False,generation-vi,snow-warning,rock,2250,27
sylveon,https://pokeapi.co/api/v2/pokemon/700/,fairy,"cute-charm, pixilate",95,65,65,110,130,60,False,generation-vi,pixilate,fairy,235,10
hawlucha,https://pokeapi.co/api/v2/pokemon/701/,"fighting, flying","limber, unburden, mold-breaker",78,92,75,74,63,118,False,generation-vi,mold-breaker,fighting,215,8
dedenne,https://pokeapi.co/api/v2/pokemon/702/,"electric, fairy","cheek-pouch, pickup, plus",67,58,57,81,67,101,False,generation-vi,plus,electric,22,2
carbink,https://pokeapi.co/api/v2/pokemon/703/,"rock, fairy","clear-body, sturdy",50,50,150,50,150,50,False,generation-vi,sturdy,rock,57,3
goomy,https://pokeapi.co/api/v2/pokemon/704/,dragon,"sap-sipper, hydration, gooey",45,50,35,55,75,40,False,generation-vi,gooey,dragon,28,3
sliggoo,https://pokeapi.co/api/v2/pokemon/705/,dragon,"sap-sipper, hydration, gooey",68,75,53,83,113,60,False,generation-vi,gooey,dragon,175,8
goodra,https://pokeapi.co/api/v2/pokemon/706/,dragon,"sap-sipper, hydration, gooey",90,100,70,110,150,80,False,generation-vi,gooey,dragon,1505,20
klefki,https://pokeapi.co/api/v2/pokemon/707/,"steel, fairy","prankster, magician",57,80,91,80,87,75,False,generation-vi,magician,steel,30,2
phantump,https://pokeapi.co/api/v2/pokemon/708/,"ghost, grass","natural-cure, frisk, harvest",43,70,48,50,60,38,False,generation-vi,harvest,ghost,70,4
trevenant,https://pokeapi.co/api/v2/pokemon/709/,"ghost, grass","natural-cure, frisk, harvest",85,110,76,65,82,56,False,generation-vi,harvest,ghost,710,15
pumpkaboo-average,https://pokeapi.co/api/v2/pokemon/710/,"ghost, grass","pickup, frisk, insomnia",49,66,70,44,55,51,False,generation-vi,insomnia,ghost,50,4
gourgeist-average,https://pokeapi.co/api/v2/pokemon/711/,"ghost, grass","pickup, frisk, insomnia",65,90,122,58,75,84,False,generation-vi,insomnia,ghost,125,9
bergmite,https://pokeapi.co/api/v2/pokemon/712/,ice,"own-tempo, ice-body, sturdy",55,69,85,32,35,28,False,generation-vi,sturdy,ice,995,10
avalugg,https://pokeapi.co/api/v2/pokemon/713/,ice,"own-tempo, ice-body, sturdy",95,117,184,44,46,28,False,generation-vi,sturdy,ice,5050,20
noibat,https://pokeapi.co/api/v2/pokemon/714/,"flying, dragon","frisk, infiltrator, telepathy",40,30,35,45,40,55,False,generation-vi,telepathy,flying,80,5
noivern,https://pokeapi.co/api/v2/pokemon/715/,"flying, dragon","frisk, infiltrator, telepathy",85,70,80,97,80,123,False,generation-vi,telepathy,flying,850,15
xerneas,https://pokeapi.co/api/v2/pokemon/716/,fairy,fairy-aura,126,131,95,131,98,99,True,generation-vi,,fairy,2150,30
yveltal,https://pokeapi.co/api/v2/pokemon/717/,"dark, flying",dark-aura,126,131,95,131,98,99,True,generation-vi,,dark,2030,58
zygarde-50,https://pokeapi.co/api/v2/pokemon/718/,"dragon, ground",aura-break,108,100,121,81,95,95,True,generation-vi,,dragon,3050,50
diancie,https://pokeapi.co/api/v2/pokemon/719/,"rock, fairy",clear-body,50,100,150,100,150,50,False,generation-vi,,rock,88,7
hoopa,https://pokeapi.co/api/v2/pokemon/720/,"psychic, ghost",magician,80,110,60,150,130,70,False,generation-vi,,psychic,90,5
volcanion,https://pokeapi.co/api/v2/pokemon/721/,"fire, water",water-absorb,80,110,120,130,90,70,False,generation-vi,,fire,1950,17
rowlet,https://pokeapi.co/api/v2/pokemon/722/,"grass, flying","overgrow, long-reach",68,55,55,50,50,42,False,generation-vii,long-reach,grass,15,3
dartrix,https://pokeapi.co/api/v2/pokemon/723/,"grass, flying","overgrow, long-reach",78,75,75,70,70,52,False,generation-vii,long-reach,grass,160,7
decidueye,https://pokeapi.co/api/v2/pokemon/724/,"grass, ghost","overgrow, long-reach",78,107,75,100,100,70,False,generation-vii,long-reach,grass,366,16
litten,https://pokeapi.co/api/v2/pokemon/725/,fire,"blaze, intimidate",45,65,40,60,40,70,False,generation-vii,intimidate,fire,43,4
torracat,https://pokeapi.co/api/v2/pokemon/726/,fire,"blaze, intimidate",65,85,50,80,50,90,False,generation-vii,intimidate,fire,250,7
incineroar,https://pokeapi.co/api/v2/pokemon/727/,"fire, dark","blaze, intimidate",95,115,90,80,90,60,False,generation-vii,intimidate,fire,830,18
popplio,https://pokeapi.co/api/v2/pokemon/728/,water,"torrent, liquid-voice",50,54,54,66,56,40,False,generation-vii,liquid-voice,water,75,4
brionne,https://pokeapi.co/api/v2/pokemon/729/,water,"torrent, liquid-voice",60,69,69,91,81,50,False,generation-vii,liquid-voice,water,175,6
primarina,https://pokeapi.co/api/v2/pokemon/730/,"water, fairy","torrent, liquid-voice",80,74,74,126,116,60,False,generation-vii,liquid-voice,water,440,18
pikipek,https://pokeapi.co/api/v2/pokemon/731/,"normal, flying","keen-eye, skill-link, pickup",35,75,30,30,30,65,False,generation-vii,pickup,normal,12,3
trumbeak,https://pokeapi.co/api/v2/pokemon/732/,"normal, flying","keen-eye, skill-link, pickup",55,85,50,40,50,75,False,generation-vii,pickup,normal,148,6
toucannon,https://pokeapi.co/api/v2/pokemon/733/,"normal, flying","keen-eye, skill-link, sheer-force",80,120,75,75,75,60,False,generation-vii,sheer-force,normal,260,11
yungoos,https://pokeapi.co/api/v2/pokemon/734/,normal,"stakeout, strong-jaw, adaptability",48,70,30,30,30,45,False,generation-vii,adaptability,normal,60,4
gumshoos,https://pokeapi.co/api/v2/pokemon/735/,normal,"stakeout, strong-jaw, adaptability",88,110,60,55,60,45,False,generation-vii,adaptability,normal,142,7
grubbin,https://pokeapi.co/api/v2/pokemon/736/,bug,swarm,47,62,45,55,45,46,False,generation-vii,,bug,44,4
charjabug,https://pokeapi.co/api/v2/pokemon/737/,"bug, electric",battery,57,82,95,55,75,36,False,generation-vii,,bug,105,5
vikavolt,https://pokeapi.co/api/v2/pokemon/738/,"bug, electric",levitate,77,70,90,145,75,43,False,generation-vii,,bug,450,15
crabrawler,https://pokeapi.co/api/v2/pokemon/739/,fighting,"hyper-cutter, iron-fist, anger-point",47,82,57,42,47,63,False,generation-vii,anger-point,fighting,70,6
crabominable,https://pokeapi.co/api/v2/pokemon/740/,"fighting, ice","hyper-cutter, iron-fist, anger-point",97,132,77,62,67,43,False,generation-vii,anger-point,fighting,1800,17
oricorio-baile,https://pokeapi.co/api/v2/pokemon/741/,"fire, flying",dancer,75,70,70,98,70,93,False,generation-vii,,fire,34,6
cutiefly,https://pokeapi.co/api/v2/pokemon/742/,"bug, fairy","honey-gather, shield-dust, sweet-veil",40,45,40,55,40,84,False,generation-vii,sweet-veil,bug,2,1
ribombee,https://pokeapi.co/api/v2/pokemon/743/,"bug, fairy","honey-gather, shield-dust, sweet-veil",60,55,60,95,70,124,False,generation-vii,sweet-veil,bug,5,2
rockruff,https://pokeapi.co/api/v2/pokemon/744/,rock,"keen-eye, vital-spirit, steadfast",45,65,40,30,40,60,False,generation-vii,steadfast,rock,92,5
lycanroc-midday,https://pokeapi.co/api/v2/pokemon/745/,rock,"keen-eye, sand-rush, steadfast",75,115,65,55,65,112,False,generation-vii,steadfast,rock,250,8
wishiwashi-solo,https://pokeapi.co/api/v2/pokemon/746/,water,schooling,45,20,20,25,25,40,False,generation-vii,,water,3,2
mareanie,https://pokeapi.co/api/v2/pokemon/747/,"poison, water","merciless, limber, regenerator",50,53,62,43,52,45,False,generation-vii,regenerator,poison,80,4
toxapex,https://pokeapi.co/api/v2/pokemon/748/,"poison, water","merciless, limber, regenerator",50,63,152,53,142,35,False,generation-vii,regenerator,poison,145,7
mudbray,https://pokeapi.co/api/v2/pokemon/749/,ground,"own-tempo, stamina, inner-focus",70,100,70,45,55,45,False,generation-vii,inner-focus,ground,1100,10
mudsdale,https://pokeapi.co/api/v2/pokemon/750/,ground,"own-tempo, stamina, inner-focus",100,125,100,55,85,35,False,generation-vii,inner-focus,ground,9200,25
dewpider,https://pokeapi.co/api/v2/pokemon/751/,"water, bug","water-bubble, water-absorb",38,40,52,40,72,27,False,generation-vii,water-absorb,water,40,3
araquanid,https://pokeapi.co/api/v2/pokemon/752/,"water, bug","water-bubble, water-absorb",68,70,92,50,132,42,False,generation-vii,water-absorb,water,820,18
fomantis,https://pokeapi.co/api/v2/pokemon/753/,grass,"leaf-guard, contrary",40,55,35,50,35,35,False,generation-vii,contrary,grass,15,3
lurantis,https://pokeapi.co/api/v2/pokemon/754/,grass,"leaf-guard, contrary",70,105,90,80,90,45,False,generation-vii,contrary,grass,185,9
morelull,https://pokeapi.co/api/v2/pokemon/755/,"grass, fairy","illuminate, effect-spore, rain-dish",40,35,55,65,75,15,False,generation-vii,rain-dish,grass,15,2
shiinotic,https://pokeapi.co/api/v2/pokemon/756/,"grass, fairy","illuminate, effect-spore, rain-dish",60,45,80,90,100,30,False,generation-vii,rain-dish,grass,115,10
salandit,https://pokeapi.co/api/v2/pokemon/757/,"poison, fire","corrosion, oblivious",48,44,40,71,40,77,False,generation-vii,oblivious,poison,48,6
salazzle,https://pokeapi.co/api/v2/pokemon/758/,"poison, fire","corrosion, oblivious",68,64,60,111,60,117,False,generation-vii,oblivious,poison,222,12
stufful,https://pokeapi.co/api/v2/pokemon/759/,"normal, fighting","fluffy, klutz, cute-charm",70,75,50,45,50,50,False,generation-vii,cute-charm,normal,68,5
bewear,https://pokeapi.co/api/v2/pokemon/760/,"normal, fighting","fluffy, klutz, unnerve",120,125,80,55,60,60,False,generation-vii,unnerve,normal,1350,21
bounsweet,https://pokeapi.co/api/v2/pokemon/761/,grass,"leaf-guard, oblivious, sweet-veil",42,30,38,30,38,32,False,generation-vii,sweet-veil,grass,32,3
steenee,https://pokeapi.co/api/v2/pokemon/762/,grass,"leaf-guard, oblivious, sweet-veil",52,40,48,40,48,62,False,generation-vii,sweet-veil,grass,82,7
tsareena,https://pokeapi.co/api/v2/pokemon/763/,grass,"leaf-guard, queenly-majesty, sweet-veil",72,120,98,50,98,72,False,generation-vii,sweet-veil,grass,214,12
comfey,https://pokeapi.co/api/v2/pokemon/764/,fairy,"flower-veil, triage, natural-cure",51,52,90,82,110,100,False,generation-vii,natural-cure,fairy,3,1
oranguru,https://pokeapi.co/api/v2/pokemon/765/,"normal, psychic","inner-focus, telepathy, symbiosis",90,60,80,90,110,60,False,generation-vii,symbiosis,normal,760,15
passimian,https://pokeapi.co/api/v2/pokemon/766/,fighting,"receiver, defiant",100,120,90,40,60,80,False,generation-vii,defiant,fighting,828,20
wimpod,https://pokeapi.co/api/v2/pokemon/767/,"bug, water",wimp-out,25,35,40,20,30,80,False,generation-vii,,bug,120,5
golisopod,https://pokeapi.co/api/v2/pokemon/768/,"bug, water",emergency-exit,75,125,140,60,90,40,False,generation-vii,,bug,1080,20
sandygast,https://pokeapi.co/api/v2/pokemon/769/,"ghost, ground","water-compaction, sand-veil",55,55,80,70,45,15,False,generation-vii,sand-veil,ghost,700,5
palossand,https://pokeapi.co/api/v2/pokemon/770/,"ghost, ground","water-compaction, sand-veil",85,75,110,100,75,35,False,generation-vii,sand-veil,ghost,2500,13
pyukumuku,https://pokeapi.co/api/v2/pokemon/771/,water,"innards-out, unaware",55,60,130,30,130,5,False,generation-vii,unaware,water,12,3
type-null,https://pokeapi.co/api/v2/pokemon/772/,normal,battle-armor,95,95,95,95,95,59,False,generation-vii,,normal,1205,19
silvally,https://pokeapi.co/api/v2/pokemon/773/,normal,rks-system,95,95,95,95,95,95,True,generation-vii,,normal,1005,23
minior-red-meteor,https://pokeapi.co/api/v2/pokemon/774/,"rock, flying",shields-down,60,60,100,60,100,60,False,generation-vii,,rock,400,3
komala,https://pokeapi.co/api/v2/pokemon/775/,normal,comatose,65,115,65,75,95,65,False,generation-vii,,normal,199,4
turtonator,https://pokeapi.co/api/v2/pokemon/776/,"fire, dragon",shell-armor,60,78,135,91,85,36,False,generation-vii,,fire,2120,20
togedemaru,https://pokeapi.co/api/v2/pokemon/777/,"electric, steel","iron-barbs, lightning-rod, sturdy",65,98,63,40,73,96,False,generation-vii,sturdy,electric,33,3
mimikyu-disguised,https://pokeapi.co/api/v2/pokemon/778/,"ghost, fairy",disguise,55,90,80,50,105,96,False,generation-vii,,ghost,7,2
bruxish,https://pokeapi.co/api/v2/pokemon/779/,"water, psychic","dazzling, strong-jaw, wonder-skin",68,105,70,70,70,92,False,generation-vii,wonder-skin,water,190,9
drampa,https://pokeapi.co/api/v2/pokemon/780/,"normal, dragon","berserk, sap-sipper, cloud-nine",78,60,85,135,91,36,False,generation-vii,cloud-nine,normal,1850,30
dhelmise,https://pokeapi.co/api/v2/pokemon/781/,"ghost, grass",steelworker,70,131,100,86,90,40,False,generation-vii,,ghost,2100,39
jangmo-o,https://pokeapi.co/api/v2/pokemon/782/,dragon,"bulletproof, soundproof, overcoat",45,55,65,45,45,45,False,generation-vii,overcoat,dragon,297,6
hakamo-o,https://pokeapi.co/api/v2/pokemon/783/,"dragon, fighting","bulletproof, soundproof, overcoat",55,75,90,65,70,65,False,generation-vii,overcoat,dragon,470,12
kommo-o,https://pokeapi.co/api/v2/pokemon/784/,"dragon, fighting","bulletproof, soundproof, overcoat",75,110,125,100,105,85,False,generation-vii,overcoat,dragon,782,16
tapu-koko,https://pokeapi.co/api/v2/pokemon/785/,"electric, fairy","electric-surge, telepathy",70,115,85,95,75,130,True,generation-vii,telepathy,electric,205,18
tapu-lele,https://pokeapi.co/api/v2/pokemon/786/,"psychic, fairy","psychic-surge, telepathy",70,85,75,130,115,95,True,generation-vii,telepathy,psychic,186,12
tapu-bulu,https://pokeapi.co/api/v2/pokemon/787/,"grass, fairy","grassy-surge, telepathy",70,130,115,85,95,75,True,generation-vii,telepathy,grass,455,19
tapu-fini,https://pokeapi.co/api/v2/pokemon/788/,"water, fairy","misty-surge, telepathy",70,75,115,95,130,85,True,generation-vii,telepathy,water,212,13
cosmog,https://pokeapi.co/api/v2/pokemon/789/,psychic,unaware,43,29,31,29,31,37,True,generation-vii,,psychic,1,2
cosmoem,https://pokeapi.co/api/v2/pokemon/790/,psychic,sturdy,43,29,131,29,131,37,True,generation-vii,,psychic,9999,1
solgaleo,https://pokeapi.co/api/v2/pokemon/791/,"psychic, steel",full-metal-body,137,137,107,113,89,97,True,generation-vii,,psychic,2300,34
lunala,https://pokeapi.co/api/v2/pokemon/792/,"psychic, ghost",shadow-shield,137,113,89,137,107,97,True,generation-vii,,psychic,1200,40
nihilego,https://pokeapi.co/api/v2/pokemon/793/,"rock, poison",beast-boost,109,53,47,127,131,103,False,generation-vii,,rock,555,12
buzzwole,https://pokeapi.co/api/v2/pokemon/794/,"bug, fighting",beast-boost,107,139,139,53,53,79,False,generation-vii,,bug,3336,24
pheromosa,https://pokeapi.co/api/v2/pokemon/795/,"bug, fighting",beast-boost,71,137,37,137,37,151,False,generation-vii,,bug,250,18
xurkitree,https://pokeapi.co/api/v2/pokemon/796/,electric,beast-boost,83,89,71,173,71,83,False,generation-vii,,electric,1000,38
celesteela,https://pokeapi.co/api/v2/pokemon/797/,"steel, flying",beast-boost,97,101,103,107,101,61,False,generation-vii,,steel,9999,92
kartana,https://pokeapi.co/api/v2/pokemon/798/,"grass, steel",beast-boost,59,181,131,59,31,109,False,generation-vii,,grass,1,3
guzzlord,https://pokeapi.co/api/v2/pokemon/799/,"dark, dragon",beast-boost,223,101,53,97,53,43,False,generation-vii,,dark,8880,55
necrozma,https://pokeapi.co/api/v2/pokemon/800/,psychic,prism-armor,97,107,101,127,89,79,True,generation-vii,,psychic,2300,24
magearna,https://pokeapi.co/api/v2/pokemon/801/,"steel, fairy",soul-heart,80,95,115,130,115,65,False,generation-vii,,steel,805,10
marshadow,https://pokeapi.co/api/v2/pokemon/802/,"fighting, ghost",technician,90,125,80,90,90,125,False,generation-vii,,fighting,222,7
poipole,https://pokeapi.co/api/v2/pokemon/803/,poison,beast-boost,67,73,67,73,67,73,False,generation-vii,,poison,18,6
naganadel,https://pokeapi.co/api/v2/pokemon/804/,"poison, dragon",beast-boost,73,73,73,127,73,121,False,generation-vii,,poison,1500,36
stakataka,https://pokeapi.co/api/v2/pokemon/805/,"rock, steel",beast-boost,61,131,211,53,101,13,False,generation-vii,,rock,8200,55
blacephalon,https://pokeapi.co/api/v2/pokemon/806/,"fire, ghost",beast-boost,53,127,53,151,79,107,False,generation-vii,,fire,130,18
zeraora,https://pokeapi.co/api/v2/pokemon/807/,electric,volt-absorb,88,112,75,102,80,143,False,generation-vii,,electric,445,15
meltan,https://pokeapi.co/api/v2/pokemon/808/,steel,magnet-pull,46,65,65,55,35,34,False,generation-vii,,steel,80,2
melmetal,https://pokeapi.co/api/v2/pokemon/809/,steel,iron-fist,135,143,143,80,65,34,False,generation-vii,,steel,8000,25
grookey,https://pokeapi.co/api/v2/pokemon/810/,grass,"overgrow, grassy-surge",50,65,50,40,40,65,False,generation-viii,grassy-surge,grass,50,3
thwackey,https://pokeapi.co/api/v2/pokemon/811/,grass,"overgrow, grassy-surge",70,85,70,55,60,80,False,generation-viii,grassy-surge,grass,140,7
rillaboom,https://pokeapi.co/api/v2/pokemon/812/,grass,"overgrow, grassy-surge",100,125,90,60,70,85,False,generation-viii,grassy-surge,grass,900,21
scorbunny,https://pokeapi.co/api/v2/pokemon/813/,fire,"blaze, libero",50,71,40,40,40,69,False,generation-viii,libero,fire,45,3
raboot,https://pokeapi.co/api/v2/pokemon/814/,fire,"blaze, libero",65,86,60,55,60,94,False,generation-viii,libero,fire,90,6
cinderace,https://pokeapi.co/api/v2/pokemon/815/,fire,"blaze, libero",80,116,75,65,75,119,False,generation-viii,libero,fire,330,14
sobble,https://pokeapi.co/api/v2/pokemon/816/,water,"torrent, sniper",50,40,40,70,40,70,False,generation-viii,sniper,water,40,3
drizzile,https://pokeapi.co/api/v2/pokemon/817/,water,"torrent, sniper",65,60,55,95,55,90,False,generation-viii,sniper,water,115,7
inteleon,https://pokeapi.co/api/v2/pokemon/818/,water,"torrent, sniper",70,85,65,125,65,120,False,generation-viii,sniper,water,452,19
skwovet,https://pokeapi.co/api/v2/pokemon/819/,normal,"cheek-pouch, gluttony",70,55,55,35,35,25,False,generation-viii,gluttony,normal,25,3
greedent,https://pokeapi.co/api/v2/pokemon/820/,normal,"cheek-pouch, gluttony",120,95,95,55,75,20,False,generation-viii,gluttony,normal,60,6
rookidee,https://pokeapi.co/api/v2/pokemon/821/,flying,"keen-eye, unnerve, big-pecks",38,47,35,33,35,57,False,generation-viii,big-pecks,flying,18,2
corvisquire,https://pokeapi.co/api/v2/pokemon/822/,flying,"keen-eye, unnerve, big-pecks",68,67,55,43,55,77,False,generation-viii,big-pecks,flying,160,8
corviknight,https://pokeapi.co/api/v2/pokemon/823/,"flying, steel","pressure, unnerve, mirror-armor",98,87,105,53,85,67,False,generation-viii,mirror-armor,flying,750,22
blipbug,https://pokeapi.co/api/v2/pokemon/824/,bug,"swarm, compound-eyes, telepathy",25,20,20,25,45,45,False,generation-viii,telepathy,bug,80,4
dottler,https://pokeapi.co/api/v2/pokemon/825/,"bug, psychic","swarm, compound-eyes, telepathy",50,35,80,50,90,30,False,generation-viii,telepathy,bug,195,4
orbeetle,https://pokeapi.co/api/v2/pokemon/826/,"bug, psychic","swarm, frisk, telepathy",60,45,110,80,120,90,False,generation-viii,telepathy,bug,408,4
nickit,https://pokeapi.co/api/v2/pokemon/827/,dark,"run-away, unburden, stakeout",40,28,28,47,52,50,False,generation-viii,stakeout,dark,89,6
thievul,https://pokeapi.co/api/v2/pokemon/828/,dark,"run-away, unburden, stakeout",70,58,58,87,92,90,False,generation-viii,stakeout,dark,199,12
gossifleur,https://pokeapi.co/api/v2/pokemon/829/,grass,"cotton-down, regenerator, effect-spore",40,40,60,40,60,10,False,generation-viii,effect-spore,grass,22,4
eldegoss,https://pokeapi.co/api/v2/pokemon/830/,grass,"cotton-down, regenerator, effect-spore",60,50,90,80,120,60,False,generation-viii,effect-spore,grass,25,5
wooloo,https://pokeapi.co/api/v2/pokemon/831/,normal,"fluffy, run-away, bulletproof",42,40,55,40,45,48,False,generation-viii,bulletproof,normal,60,6
dubwool,https://pokeapi.co/api/v2/pokemon/832/,normal,"fluffy, steadfast, bulletproof",72,80,100,60,90,88,False,generation-viii,bulletproof,normal,430,13
chewtle,https://pokeapi.co/api/v2/pokemon/833/,water,"strong-jaw, shell-armor, swift-swim",50,64,50,38,38,44,False,generation-viii,swift-swim,water,85,3
drednaw,https://pokeapi.co/api/v2/pokemon/834/,"water, rock","strong-jaw, shell-armor, swift-swim",90,115,90,48,68,74,False,generation-viii,swift-swim,water,1155,10
yamper,https://pokeapi.co/api/v2/pokemon/835/,electric,"ball-fetch, rattled",59,45,50,40,50,26,False,generation-viii,rattled,electric,135,3
boltund,https://pokeapi.co/api/v2/pokemon/836/,electric,"strong-jaw, competitive",69,90,60,90,60,121,False,generation-viii,competitive,electric,340,10
rolycoly,https://pokeapi.co/api/v2/pokemon/837/,rock,"steam-engine, heatproof, flash-fire",30,40,50,40,50,30,False,generation-viii,flash-fire,rock,120,3
carkol,https://pokeapi.co/api/v2/pokemon/838/,"rock, fire","steam-engine, flame-body, flash-fire",80,60,90,60,70,50,False,generation-viii,flash-fire,rock,780,11
coalossal,https://pokeapi.co/api/v2/pokemon/839/,"rock, fire","steam-engine, flame-body, flash-fire",110,80,120,80,90,30,False,generation-viii,flash-fire,rock,3105,28
applin,https://pokeapi.co/api/v2/pokemon/840/,"grass, dragon","ripen, gluttony, bulletproof",40,40,80,40,40,20,False,generation-viii,bulletproof,grass,5,2
flapple,https://pokeapi.co/api/v2/pokemon/841/,"grass, dragon","ripen, gluttony, hustle",70,110,80,95,60,70,False,generation-viii,hustle,grass,10,3
appletun,https://pokeapi.co/api/v2/pokemon/842/,"grass, dragon","ripen, gluttony, thick-fat",110,85,80,100,80,30,False,generation-viii,thick-fat,grass,130,4
silicobra,https://pokeapi.co/api/v2/pokemon/843/,ground,"sand-spit, shed-skin, sand-veil",52,57,75,35,50,46,False,generation-viii,sand-veil,ground,76,22
