mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.04,"7 km W of Cobb, CA",1697926629690,1697931130366,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73949820,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73949820&format=geojson,,,,,automatic,0,17,nc,73949820,",nc73949820,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.009986,0.02,51.0,md,earthquake,"M 1.0 - 7 km W of Cobb, CA"
0.67,"8 km NW of The Geysers, CA",1697926602000,1697932631526,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73949815,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73949815&format=geojson,,,,,automatic,0,7,nc,73949815,",nc73949815,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.009967,0.03,68.0,md,earthquake,"M 0.7 - 8 km NW of The Geysers, CA"
2.06,"2 km WSW of Pāhala, Hawaii",1697926374160,1697926705400,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73616987,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73616987&format=geojson,,,,,automatic,0,65,hv,73616987,",hv73616987,",",hv,",",origin,phase-data,",44.0,,0.109999999,71.0,ml,earthquake,"M 2.1 - 2 km WSW of Pāhala, Hawaii"
1.21,"8 km E of Nescatunga, Oklahoma",1697926274710,1698076689384,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2023urai,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2023urai&format=geojson,,,,,reviewed,0,23,ok,2023urai,",ok2023urai,",",ok,",",origin,phase-data,",17.0,0.09538128294,0.13,139.0,ml,earthquake,"M 1.2 - 8 km E of Nescatunga, Oklahoma"
0.92,"8 km SSW of Ridgemark, CA",1697925968200,1697962992304,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73949810,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73949810&format=geojson,,,,,reviewed,0,13,nc,73949810,",nc73949810,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.04948,0.15,97.0,md,earthquake,"M 0.9 - 8 km SSW of Ridgemark, CA"
1.8,"61 km NNE of Petersville, Alaska",1697925917072,1699371782732,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dil4ogo,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023dil4ogo&format=geojson,,,,,reviewed,0,50,ak,023dil4ogo,",ak023dil4ogo,",",ak,",",origin,phase-data,",,,0.36,,ml,earthquake,"M 1.8 - 61 km NNE of Petersville, Alaska"
2.07,"11 km NNE of Pāhala, Hawaii",1697925732610,1697926063590,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73616977,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73616977&format=geojson,,,,,automatic,0,66,hv,73616977,",hv73616977,",",hv,",",origin,phase-data,",33.0,,0.119999997,97.0,ml,earthquake,"M 2.1 - 11 km NNE of Pāhala, Hawaii"
1.4,"50 km SSE of Denali National Park, Alaska",1697925708973,1699371782515,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dil3w0b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023dil3w0b&format=geojson,,,,,reviewed,0,30,ak,023dil3w0b,",ak023dil3w0b,",",ak,",",origin,phase-data,",,,0.58,,ml,earthquake,"M 1.4 - 50 km SSE of Denali National Park, Alaska"
1.8,"70 km WNW of Ninilchik, Alaska",1697925472800,1699371782265,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dikugqp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023dikugqp&format=geojson,,,,,reviewed,0,50,ak,023dikugqp,",ak023dikugqp,",",ak,",",origin,phase-data,",,,0.48,,ml,earthquake,"M 1.8 - 70 km WNW of Ninilchik, Alaska"
0.44,"29 km ESE of Sunriver, Oregon",1697925302220,1697950295750,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61958477,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61958477&format=geojson,,,,,reviewed,0,3,uw,61958477,",uw61958477,",",uw,",",origin,phase-data,",8.0,0.1097,0.22,195.0,ml,earthquake,"M 0.4 - 29 km ESE of Sunriver, Oregon"
1.96000004,"3 km SW of Pāhala, Hawaii",1697925020840,1697925220960,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73616967,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73616967&format=geojson,,,,,automatic,0,59,hv,73616967,",hv73616967,",",hv,",",origin,phase-data,",35.0,,0.119999997,87.0,md,earthquake,"M 2.0 - 3 km SW of Pāhala, Hawaii"
1.1,"15 km SW of Susitna, Alaska",1697924904045,1699371786761,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023diksh44,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023diksh44&format=geojson,,,,,reviewed,0,19,ak,023diksh44,",ak023diksh44,",",ak,",",origin,phase-data,",,,0.29,,ml,earthquake,"M 1.1 - 15 km SW of Susitna, Alaska"
1.35,"16 km SSE of Glacier, Washington",1697924608510,1697949863600,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61958472,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61958472&format=geojson,,,,,reviewed,0,28,uw,61958472,",uw61958472,",",uw,",",origin,phase-data,",7.0,0.06753,0.27,98.0,ml,earthquake,"M 1.4 - 16 km SSE of Glacier, Washington"
0.78,"0 km WSW of The Geysers, CA",1697924422300,1697929512201,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73949800,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73949800&format=geojson,,,,,automatic,0,9,nc,73949800,",nc73949800,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.008595,0.01,69.0,md,earthquake,"M 0.8 - 0 km WSW of The Geysers, CA"
1.9,northern Alaska,1697924344270,1699371786563,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dikqi57,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023dikqi57&format=geojson,,,,,reviewed,0,56,ak,023dikqi57,",ak023dikqi57,",",ak,",",origin,phase-data,",,,0.46,,ml,earthquake,M 1.9 - northern Alaska
-0.6,"86 km NNW of Karluk, Alaska",1697924324190,1698109350190,,https://earthquake.usgs.gov/earthquakes/eventpage/av91118943,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91118943&format=geojson,,,,,reviewed,0,0,av,91118943,",av91118943,",",av,",",origin,phase-data,",7.0,,0.21,104.0,ml,earthquake,"M -0.6 - 86 km NNW of Karluk, Alaska"
0.76,"8 km NW of The Geysers, CA",1697923589960,1697924230643,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73949795,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73949795&format=geojson,,,,,automatic,0,9,nc,73949795,",nc73949795,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.01056,0.01,66.0,md,earthquake,"M 0.8 - 8 km NW of The Geysers, CA"
4.0,"Izu Islands, Japan region",1697923156759,1698379910040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lh7m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000lh7m&format=geojson,,,,,reviewed,0,246,us,6000lh7m,",us6000lh7m,",",us,",",origin,phase-data,",100.0,2.429,0.75,99.0,mb,earthquake,"M 4.0 - Izu Islands, Japan region"
1.9000000000000001,"16 km SSE of Princeton, Canada",1697923029160,1698356639520,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61958467,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61958467&format=geojson,,,,,reviewed,0,56,uw,61958467,",uw61958467,",",uw,",",origin,phase-data,",6.0,0.5207,0.4,272.0,ml,explosion,"M 1.9 Explosion - 16 km SSE of Princeton, Canada"
1.3,"Southern Yukon Territory, Canada",1697922980471,1699371781855,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dikll91,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023dikll91&format=geojson,,,,,reviewed,0,26,ak,023dikll91,",ak023dikll91,",",ak,",",origin,phase-data,",,,0.78,,ml,earthquake,"M 1.3 - Southern Yukon Territory, Canada"
1.1,"14 km WSW of Tatitlek, Alaska",1697922954046,1699371782062,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023diklll4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023diklll4&format=geojson,,,,,reviewed,0,19,ak,023diklll4,",ak023diklll4,",",ak,",",origin,phase-data,",,,0.51,,ml,earthquake,"M 1.1 - 14 km WSW of Tatitlek, Alaska"
1.0,"10 km ENE of Fox, Alaska",1697922654418,1699371781664,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dikke9f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023dikke9f&format=geojson,,,,,reviewed,0,15,ak,023dikke9f,",ak023dikke9f,",",ak,",",origin,phase-data,",,,0.47,,ml,explosion,"M 1.0 Explosion - 10 km ENE of Fox, Alaska"
-0.25,"84 km NNW of Karluk, Alaska",1697922404530,1698108529400,,https://earthquake.usgs.gov/earthquakes/eventpage/av92090401,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92090401&format=geojson,,,,,reviewed,0,0,av,92090401,",av92090401,",",av,",",origin,phase-data,",10.0,,0.12,74.0,ml,earthquake,"M -0.3 - 84 km NNW of Karluk, Alaska"
0.9,"31 km ESE of Three Rivers, Oregon",1697921950610,1697928542810,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61958462,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61958462&format=geojson,,,,,reviewed,0,12,uw,61958462,",uw61958462,",",uw,",",origin,phase-data,",9.0,0.04099,0.1,272.0,ml,earthquake,"M 0.9 - 31 km ESE of Three Rivers, Oregon"
0.24,"38 km NNE of Amboy, Washington",1697921924950,1697928000130,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61958457,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61958457&format=geojson,,,,,reviewed,0,1,uw,61958457,",uw61958457,",",uw,",",origin,phase-data,",15.0,0.02607,0.16,96.0,ml,earthquake,"M 0.2 - 38 km NNE of Amboy, Washington"
0.09,"85 km NW of Karluk, Alaska",1697921748760,1699371703737,,https://earthquake.usgs.gov/earthquakes/eventpage/av92090386,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92090386&format=geojson,,,,,reviewed,0,0,av,92090386,",av92090386,ak023dik8lgb,",",av,ak,",",origin,phase-data,",6.0,,0.06,116.0,ml,earthquake,"M 0.1 - 85 km NW of Karluk, Alaska"
1.8,"56 km S of Whites City, New Mexico",1697921699469,1698244759081,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023uqxv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023uqxv&format=geojson,,,,,reviewed,0,50,tx,2023uqxv,",tx2023uqxv,",",tx,",",origin,phase-data,",23.0,0.0,0.2,55.0,ml(texnet),earthquake,"M 1.8 - 56 km S of Whites City, New Mexico"
0.97,"Island of Hawaii, Hawaii",1697921655410,1697922812310,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73616892,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73616892&format=geojson,,,,,reviewed,0,14,hv,73616892,",hv73616892,",",hv,",",origin,phase-data,",14.0,,0.12,119.0,md,earthquake,"M 1.0 - Island of Hawaii, Hawaii"
0.65,"12 km SW of Volcano, Hawaii",1697921620250,1697923910720,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73616887,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73616887&format=geojson,,,,,reviewed,0,6,hv,73616887,",hv73616887,",",hv,",",origin,phase-data,",15.0,,0.15,90.0,md,earthquake,"M 0.7 - 12 km SW of Volcano, Hawaii"
0.41,"11 km SW of Volcano, Hawaii",1697920569860,1697922427770,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73616852,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73616852&format=geojson,,,,,reviewed,0,3,hv,73616852,",hv73616852,",",hv,",",origin,phase-data,",13.0,,0.08,119.0,md,earthquake,"M 0.4 - 11 km SW of Volcano, Hawaii"
-0.17,"6 km WNW of Cobb, CA",1697920073850,1698049758981,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73949780,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73949780&format=geojson,,,,,reviewed,0,0,nc,73949780,",nc73949780,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.001462,0.01,78.0,md,earthquake,"M -0.2 - 6 km WNW of Cobb, CA"
0.98,"7 km S of Ratliff City, Oklahoma",1697919887079,1698073528857,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2023uqwu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2023uqwu&format=geojson,,,,,reviewed,0,15,ok,2023uqwu,",ok2023uqwu,",",ok,",",origin,phase-data,",22.0,0.03239364326,0.32,108.0,ml,earthquake,"M 1.0 - 7 km S of Ratliff City, Oklahoma"
0.75,"5 km WNW of The Geysers, CA",1697919843160,1697920570272,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73949775,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73949775&format=geojson,,,,,automatic,0,9,nc,73949775,",nc73949775,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.007772,0.01,99.0,md,earthquake,"M 0.8 - 5 km WNW of The Geysers, CA"
0.24,"10 km SSW of Volcano, Hawaii",1697919820890,1697920640080,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73616837,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73616837&format=geojson,,,,,reviewed,0,1,hv,73616837,",hv73616837,",",hv,",",origin,phase-data,",13.0,,0.07,114.0,md,earthquake,"M 0.2 - 10 km SSW of Volcano, Hawaii"
-0.15,"36 km NNE of Amboy, Washington",1697919781430,1697927582040,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61958452,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61958452&format=geojson,,,,,reviewed,0,0,uw,61958452,",uw61958452,",",uw,",",origin,phase-data,",9.0,0.0597,0.12,87.0,ml,earthquake,"M -0.2 - 36 km NNE of Amboy, Washington"
0.46,"5 km WNW of The Geysers, CA",1697919701920,1698047170321,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73949770,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73949770&format=geojson,,,,,reviewed,0,3,nc,73949770,",nc73949770,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.009192,0.03,73.0,md,earthquake,"M 0.5 - 5 km WNW of The Geysers, CA"
0.76,"10 km SW of Volcano, Hawaii",1697919502470,1697920403180,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73616832,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73616832&format=geojson,,,,,reviewed,0,9,hv,73616832,",hv73616832,",",hv,",",origin,phase-data,",18.0,,0.09,111.0,md,earthquake,"M 0.8 - 10 km SW of Volcano, Hawaii"
0.98,"11 km SW of Volcano, Hawaii",1697919399210,1697921229710,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73616827,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73616827&format=geojson,,,,,reviewed,0,15,hv,73616827,",hv73616827,",",hv,",",origin,phase-data,",14.0,,0.12,141.0,md,earthquake,"M 1.0 - 11 km SW of Volcano, Hawaii"
0.39,"1 km NE of The Geysers, CA",1697919126480,1697919731192,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73949765,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73949765&format=geojson,,,,,automatic,0,2,nc,73949765,",nc73949765,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.007704,0.01,83.0,md,earthquake,"M 0.4 - 1 km NE of The Geysers, CA"
1.4,"5 km W of Sedan, Montana",1697918509470,1698159820230,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90030683,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90030683&format=geojson,,,,,reviewed,0,30,mb,90030683,",mb90030683,",",mb,",",origin,phase-data,",13.0,0.2711,0.17,124.0,ml,earthquake,"M 1.4 - 5 km W of Sedan, Montana"
4.2,"44 km WSW of Arauco, Argentina",1697918467356,1698380273040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lh77,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000lh77&format=geojson,,,,,reviewed,0,271,us,6000lh77,",us6000lh77,",",us,",",origin,phase-data,",42.0,2.804,0.88,93.0,mb,earthquake,"M 4.2 - 44 km WSW of Arauco, Argentina"
0.9,"11 km WNW of Wadsworth, Nevada",1697918455428,1697933819821,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867728,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00867728&format=geojson,,,,,reviewed,0,12,nn,00867728,",nn00867728,",",nn,",",origin,phase-data,",7.0,0.035,0.1572,159.99,ml,earthquake,"M 0.9 - 11 km WNW of Wadsworth, Nevada"
2.2,"37 km W of Mentone, Texas",1697918186964,1698068497554,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023uqvw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023uqvw&format=geojson,,,,,reviewed,0,74,tx,2023uqvw,",tx2023uqvw,",",tx,",",origin,phase-data,",20.0,0.0,0.1,38.0,ml(texnet),earthquake,"M 2.2 - 37 km W of Mentone, Texas"
1.25,"6 km WNW of Bondurant, Wyoming",1697917969560,1697982227180,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90030543,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90030543&format=geojson,,,,,reviewed,0,24,mb,90030543,",mb90030543,",",mb,",",origin,phase-data,",11.0,0.307,0.26,134.0,ml,earthquake,"M 1.3 - 6 km WNW of Bondurant, Wyoming"
3.0,western Texas,1697917893114,1698380578040,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023uqvs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023uqvs&format=geojson,,,,,reviewed,0,138,tx,2023uqvs,",us6000lh76,tx2023uqvs,",",us,tx,",",origin,phase-data,",31.0,0.0,0.1,34.0,ml(texnet),earthquake,M 3.0 - western Texas
2.5,"5 km WNW of Bondurant, Wyoming",1697917821180,1697983552110,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90030538,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90030538&format=geojson,,,,,reviewed,0,96,mb,90030538,",mb90030538,",",mb,",",origin,phase-data,",22.0,0.3208,0.2,117.0,ml,earthquake,"M 2.5 - 5 km WNW of Bondurant, Wyoming"
2.6,"8 km S of Pole Ojea, Puerto Rico",1697917789810,1697919614790,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71429403,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71429403&format=geojson,,,,,reviewed,0,104,pr,71429403,",pr71429403,",",pr,",",origin,phase-data,",19.0,0.1267,0.11,250.0,md,earthquake,"M 2.6 - 8 km S of Pole Ojea, Puerto Rico"
1.7,Southeastern Alaska,1697917306829,1699371781469,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dijk5nt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023dijk5nt&format=geojson,,,,,reviewed,0,44,ak,023dijk5nt,",ak023dijk5nt,",",ak,",",origin,phase-data,",,,0.45,,ml,earthquake,M 1.7 - Southeastern Alaska
1.2,"24 km S of Mina, Nevada",1697916793280,1698101032508,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867719,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00867719&format=geojson,,,,,reviewed,0,22,nn,00867719,",nn00867719,",",nn,",",origin,phase-data,",10.0,0.134,0.1562,60.93,ml,earthquake,"M 1.2 - 24 km S of Mina, Nevada"
1.1,"18 km ESE of Skwentna, Alaska",1697916546266,1699371781257,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dijhhv8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023dijhhv8&format=geojson,,,,,reviewed,0,19,ak,023dijhhv8,",ak023dijhhv8,",",ak,",",origin,phase-data,",,,0.33,,ml,earthquake,"M 1.1 - 18 km ESE of Skwentna, Alaska"
0.98,"10 km NE of Bigfork, Montana",1697916105600,1698090512650,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90030638,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90030638&format=geojson,,,,,reviewed,0,15,mb,90030638,",mb90030638,",",mb,",",origin,phase-data,",4.0,0.265,0.06,333.0,ml,earthquake,"M 1.0 - 10 km NE of Bigfork, Montana"
2.4,"11 km S of Big Bear Lake, CA",1697915868820,1698089840834,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40584776,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40584776&format=geojson,,,,,reviewed,0,89,ci,40584776,",ci40584776,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",92.0,0.05724,0.14,30.0,ml,earthquake,"M 2.4 - 11 km S of Big Bear Lake, CA"
1.2,"103 km NW of Yakutat, Alaska",1697915548418,1699371781056,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dijdwjg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023dijdwjg&format=geojson,,,,,reviewed,0,22,ak,023dijdwjg,",ak023dijdwjg,",",ak,",",origin,phase-data,",,,0.62,,ml,earthquake,"M 1.2 - 103 km NW of Yakutat, Alaska"
0.46,"10 km SW of Volcano, Hawaii",1697915417160,1697924488440,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73616682,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73616682&format=geojson,,,,,reviewed,0,3,hv,73616682,",hv73616682,",",hv,",",origin,phase-data,",15.0,,0.07,116.0,md,earthquake,"M 0.5 - 10 km SW of Volcano, Hawaii"
1.2,,1697915416553,1699371786362,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dijdg47,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023dijdg47&format=geojson,,,,,reviewed,0,22,ak,023dijdg47,",ak023dijdg47,",",ak,",",origin,phase-data,",,,0.31,,ml,earthquake,M 1.2 - 
1.59,"18 km NNW of San Simeon, CA",1697914293310,1698696910908,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73949745,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73949745&format=geojson,,,,,reviewed,0,39,nc,73949745,",nc73949745,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",37.0,0.1403,0.09,173.0,md,earthquake,"M 1.6 - 18 km NNW of San Simeon, CA"
1.4,"77 km NNE of Yakutat, Alaska",1697913931681,1699371780869,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023diizkc9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023diizkc9&format=geojson,,,,,reviewed,0,30,ak,023diizkc9,",ak023diizkc9,",",ak,",",origin,phase-data,",,,0.33,,ml,ice quake,"M 1.4 Ice Quake - 77 km NNE of Yakutat, Alaska"
3.5,"7 km NW of Apollo Bay, Australia",1697913869528,1697948177006,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lh70,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000lh70&format=geojson,15.0,5.8,,,reviewed,0,197,us,6000lh70,",us6000lh70,",",us,",",dyfi,origin,phase-data,",8.0,1.877,0.56,181.0,mb,earthquake,"M 3.5 - 7 km NW of Apollo Bay, Australia"
0.35,"7 km SSW of Volcano, Hawaii",1697913471470,1697924277170,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73616647,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73616647&format=geojson,,,,,reviewed,0,2,hv,73616647,",hv73616647,",",hv,",",origin,phase-data,",14.0,,0.12,113.0,md,earthquake,"M 0.4 - 7 km SSW of Volcano, Hawaii"
1.4,"36 km WNW of Ninilchik, Alaska",1697913363901,1699371786104,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023diixk5i,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023diixk5i&format=geojson,,,,,reviewed,0,30,ak,023diixk5i,",ak023diixk5i,",",ak,",",origin,phase-data,",,,0.29,,ml,earthquake,"M 1.4 - 36 km WNW of Ninilchik, Alaska"
1.3,"63 km SSE of Cantwell, Alaska",1697913205523,1699371780644,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023diiwynk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023diiwynk&format=geojson,,,,,reviewed,0,26,ak,023diiwynk,",ak023diiwynk,",",ak,",",origin,phase-data,",,,0.51,,ml,earthquake,"M 1.3 - 63 km SSE of Cantwell, Alaska"
1.2,"39 km N of Petersville, Alaska",1697912987435,1699371780448,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023diiw5ip,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023diiw5ip&format=geojson,,,,,reviewed,0,22,ak,023diiw5ip,",ak023diiw5ip,",",ak,",",origin,phase-data,",,,0.45,,ml,earthquake,"M 1.2 - 39 km N of Petersville, Alaska"
2.53,"39 km N of Tierras Nuevas Poniente, Puerto Rico",1697912711020,1697914590120,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71429398,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71429398&format=geojson,,,,,reviewed,0,98,pr,71429398,",pr71429398,",",pr,",",origin,phase-data,",7.0,0.497,0.06,280.0,md,earthquake,"M 2.5 - 39 km N of Tierras Nuevas Poniente, Puerto Rico"
0.9,"17 km E of Susitna North, Alaska",1697912500163,1699371785889,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023diiuf7k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023diiuf7k&format=geojson,,,,,reviewed,0,12,ak,023diiuf7k,",ak023diiuf7k,",",ak,",",origin,phase-data,",,,0.24,,ml,earthquake,"M 0.9 - 17 km E of Susitna North, Alaska"
2.3,"110 km ESE of Akutan, Alaska",1697912075569,1699371785696,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023diiswuc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023diiswuc&format=geojson,,,,,reviewed,0,81,ak,023diiswuc,",ak023diiswuc,",",ak,",",origin,phase-data,",,,0.34,,ml,earthquake,"M 2.3 - 110 km ESE of Akutan, Alaska"
-0.53,"73 km NW of Ninilchik, Alaska",1697911532390,1698106868200,,https://earthquake.usgs.gov/earthquakes/eventpage/av91118938,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91118938&format=geojson,,,,,reviewed,0,0,av,91118938,",av91118938,",",av,",",origin,phase-data,",5.0,,0.04,207.0,ml,earthquake,"M -0.5 - 73 km NW of Ninilchik, Alaska"
2.2,"138 km N of Nikolski, Alaska",1697911410399,1699371785485,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023diiqjkf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023diiqjkf&format=geojson,,,,,reviewed,0,74,ak,023diiqjkf,",ak023diiqjkf,",",ak,",",origin,phase-data,",,,0.29,,ml,earthquake,"M 2.2 - 138 km N of Nikolski, Alaska"
0.51,"42 km NE of Adak, Alaska",1697911335320,1698106485160,,https://earthquake.usgs.gov/earthquakes/eventpage/av92090266,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92090266&format=geojson,,,,,reviewed,0,4,av,92090266,",av92090266,",",av,",",origin,phase-data,",4.0,,0.3,220.0,ml,earthquake,"M 0.5 - 42 km NE of Adak, Alaska"
